name,style,ingredients,cook_time,difficulty,suitable_time,suitable_weather,suitable_season,source_recipe_id,source_url,source_category,source_main_taste,source_main_season,source_review_count,source_avg_rating,source_scrap_count
훈제오리 단호박찜,한식,"단호박중간사이즈,훈제오리고기,양파,대파,청양고추,빨간파프리카,노란파프리카,고추장,고춧가루,간장,설탕,마늘,청주,참기름",60,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6875324,https://www.10000recipe.com/recipe/6875324,메인반찬,,,119,,
매콤 새송이버섯볶음,한식,"새송이버섯,오일,물,고추장,고춧가루,참기름,간장,설탕,마늘",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6912602,https://www.10000recipe.com/recipe/6912602,,,,119,,
짬뽕맛 나는 오징어찌개 만들기,중식,"오징어,애호박,양파,청양고추,콩나물,대파,멸치국물다시용,포도씨유,고춧가루,마늘,간장,고추장,소금,후춧가루",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위",여름,6834020,https://www.10000recipe.com/recipe/6834020,찌개,매콤함,여름,118,,
투움바파스타 만들기 세번 모두성공한 레시피♩,양식,"휘핑크림,쪽파or대파,양송이버섯,브로콜리,칵테일새우,페투치니면,간장,고춧가루,우유,마늘,미림or청주,후추",60,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6853868,https://www.10000recipe.com/recipe/6853868,면/만두,,,118,,
오징어 한마리가 첨벙♬ ~ 오징어 짬뽕♪,중식,"오징어,양파,양배추,당근,대파cm,청양고추,멸치다시마육수,청주,고춧가루,마늘,간장,후추,소금,부추g,쥬키니호박",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6865551,https://www.10000recipe.com/recipe/6865551,면/만두,,,118,,
얼갈이된장국 얼갈이배추국 개운해,한식,"얼갈이,멸치,양파,청양고추,된장,마늘,고춧가루,참기름",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6868588,https://www.10000recipe.com/recipe/6868588,국/탕,,,118,,
뜨끈한 국물이 생각날때! 참치감자찌개.,한식,"감자g,참치캔g,양파,고추장,고춧가루,청양고추,대파,마늘,소금,후추,물",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6870873,https://www.10000recipe.com/recipe/6870873,찌개,매콤함,미분류,118,,
한우로 끓이는 얼큰한 경상도식 소고기국,한식,"한우양지,무,콩나물,대파,간장,참기름,고춧가루,마늘,소금,후추",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6879004,https://www.10000recipe.com/recipe/6879004,국/탕,,,118,,
참치 애호박 전,한식,"애호박,양파,땡초,부침가루,계란,캔참치,소금,식용유,후추",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6874753,https://www.10000recipe.com/recipe/6874753,메인반찬,,,117,,
[간단 자취요리] 고소함과 짭짤함이 환상적인 구운 참치 주먹밥 만들기,한식,"밥,참치캔,마요네즈,간장,맛술,올리고당,물",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6880142,https://www.10000recipe.com/recipe/6880142,밥/죽/떡,,,117,,
봄 향기가 가득한~ 냉이된장찌개,한식,"냉이g,두부g,양파,애호박,대파,멸치다시마육수,된장,간장,고춧가루,마늘,청양고추",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6867165,https://www.10000recipe.com/recipe/6867165,찌개,,,116,,
백종원의 부추 달걀 볶음,한식,"부추,계란,식용유,밥,참기름",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6891606,https://www.10000recipe.com/recipe/6891606,,,,116,,
아침국으로...두부김치계란탕,한식,"계란,소금,대파초록부분,다진김치,양파,참기름,두부,다시마멸치육수,간장,후추",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6866586,https://www.10000recipe.com/recipe/6866586,국/탕,,,115,,
500원 이면 밥한끼~ 뚝딱하는 팽이버섯조림~ 너무 맛있어용^^~,한식,"팽이버섯,청양고추,식용유,마늘,고춧가루,설탕,미림,간장,고추장,된장,물,물엿",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6956266,https://www.10000recipe.com/recipe/6956266,,,,114,,
명란 하나면 소스재료는 끝! 초간단 명란파스타!,양식,"명란,스파게티면,양파,통마늘,버터,우유,간장,채썬김",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6865755,https://www.10000recipe.com/recipe/6865755,면/만두,,,113,,
간단한 점심해결! 참치마요덮밥,한식,"계란,참치캔,김,마요네즈,간장,물,설탕",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6831962,https://www.10000recipe.com/recipe/6831962,밥/죽/떡,,,112,,
"간편요리 전자렌지로 만드는 계란밥 , 혼밥 자취요리로도 좋아요~",한식,"계란,우유,소금,간장,후추,소세지,버섯,대파,피자치즈",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6858625,https://www.10000recipe.com/recipe/6858625,밥/죽/떡,,,112,,
쓴맛나지 않게~ 동태찌개 끓이는 법(김진옥요리가좋다),한식,"동태,무,대파,양파,두부,홍고추,청양고추,쑥갓,멸치다시마육수,고춧가루,고추장,된장,마늘,간장,미림,멸치액젓,후춧가루,소금",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6904659,https://www.10000recipe.com/recipe/6904659,찌개,,,112,,
소스부터 계란지단까지 오므라이스 레시피 총정리! 오므라이스 만드는 법!,한식,"식용유,밀가루,케찹,간장,물,올리고당,식초,후추,베이컨,양파,파,청양고추,맛술,밥,파슬리,계란",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6949954,https://www.10000recipe.com/recipe/6949954,밥/죽/떡,,,112,,
"담백하게 먹을 수 있는 ""계란야채죽""♪",한식,"찬밥,물,당근다진거,양파다진거,계란,참기름,깨",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6850847,https://www.10000recipe.com/recipe/6850847,밥/죽/떡,,,111,,
치킨 스테이크 만들기ㅣ굽네가 부럽지 않은ㅣ,양식,"닭다리살,쯔유,소금,올리고당,마늘,통후추,올리브유",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6922190,https://www.10000recipe.com/recipe/6922190,메인반찬,,,111,,
김치비빔국수,한식,"소면,계란,오이,김치,고추장,고춧가루,간장,올리고당,매실액,식초,마늘,참기름",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6786023,https://www.10000recipe.com/recipe/6786023,면/만두,,,110,,
양파가 메인~ 고기없다고 슬퍼말고 양파덮밥♥,한식,"양파,계란,밥,물엿,간장,맛술,참기름,참깨,대파",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6863377,https://www.10000recipe.com/recipe/6863377,밥/죽/떡,,,110,,
[자취생 특별요리] 단짠의 정석! 간장찜닭 간단 레시피,한식,"닭볶음탕용닭,감자,양파,당근,간장,설탕,맛술,마늘,참기름,물",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6877019,https://www.10000recipe.com/recipe/6877019,메인반찬,,,110,,
꼬막비빔밥 집에서 해먹기,한식,"꼬막,대파,청양고추,홍고추,간장,고춧가루,맛술,올리고당,마늘,참기름,통깨",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6907544,https://www.10000recipe.com/recipe/6907544,밥/죽/떡,,,110,,
국물맛이 끝내주는 꽃게된장찌개,한식,"꽃게,무,양파,애호박,대파,된장,고추장,마늘,고춧가루,맛술,소금",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6833426,https://www.10000recipe.com/recipe/6833426,찌개,,,109,,
홈메이드 크림소스 리조또 만들기~,한식,"밥,양파,버섯,베이컨,우유,소금,후추,버터,마늘",60,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6841807,https://www.10000recipe.com/recipe/6841807,밥/죽/떡,,,109,,
소세지 꽃 주먹밥 만들기 # 피크닉 도시락,한식,"통통소세지,양파,당근,애호박,밥,소금,참기름",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6848377,https://www.10000recipe.com/recipe/6848377,밥/죽/떡,,,109,,
집밥백선생 레시피♪ 실패한 깍두기 되살리는 초간단 깍두기볶음밥,한식,"밥,깍두기잘게썬,기름,대파,고춧가루,고추장,물,간장,후추,참기름",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6881388,https://www.10000recipe.com/recipe/6881388,밥/죽/떡,,,109,,
비빔국수 황금레시피 비법은 양념장,한식,"소면,김치,삶은달걀,상추,고추장,간장,설탕,고춧가루,참기름,통깨",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6882534,https://www.10000recipe.com/recipe/6882534,면/만두,,,109,,
스팸 두부김치,한식,"스팸,두부맘껏,김치,포기,양파,청양고추,고춧가루,설탕,물엿,참기름,깨,후춧가루",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6838790,https://www.10000recipe.com/recipe/6838790,메인반찬,,,108,,
돼지고기 감자 짜글이,한식,"돼지고기,감자개,양파g,대파g,물,청양고추,식용유,고춧가루,설탕,마늘,참치액,간장,고추장,된장,후추",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6906626,https://www.10000recipe.com/recipe/6906626,찌개,,,108,,
맛보장! < 고추장황태채볶음 >,한식,"황태,고추장,고춧가루,설탕,마늘,매실액,술,간장,올리고당,마요네즈,깨",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6916487,https://www.10000recipe.com/recipe/6916487,,,,108,,
대박식당 돼지고기 김치찌개 황금 레시피,한식,"돼지고기밥한공기분량,김치,간장,고춧가루,참기름,마늘,김치국물",20,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6923487,https://www.10000recipe.com/recipe/6923487,찌개,,,108,,
감자된장국 후다닥 맛있게 끓이기,한식,"감자,양파,대파,청양고추,멸치육수,된장,마늘",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6850320,https://www.10000recipe.com/recipe/6850320,국/탕,,,107,,
"고추장 찌개, 참치와 감자를 넣은 고추장 찌개",한식,"참치캔,감자,양파,두부,대파,뿌리,청양고추,물,고추장,고춧가루,간장,마늘,소금",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6858055,https://www.10000recipe.com/recipe/6858055,찌개,,,107,,
구워서 더 맛있다!고소한 참치와 매콤한 김치의 콜라보! 오니기리!,한식,"밥,참치,마요네즈,볶은김치,후추,참기름,맛술,간장,참깨",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6863241,https://www.10000recipe.com/recipe/6863241,밥/죽/떡,,,107,,
구수한~ 두부된장미역국,한식,"불린미역,된장,멸치육수,두부,마늘,팽이버섯,봉지",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6865288,https://www.10000recipe.com/recipe/6865288,국/탕,,,107,,
스팸마요덮밥 한끼식사로 딱이야~!!,한식,"스팸,양파,계란,마요네즈,김,간장,식초,물,올리고당,설탕",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6874882,https://www.10000recipe.com/recipe/6874882,밥/죽/떡,,,107,,
크래미 활용 - 크래미 게살볶음밥 x 곱빼기!(이연복 쉐프 레시피),한식,"밥공기,크래미또는개,계란,대파,식용유",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6883968,https://www.10000recipe.com/recipe/6883968,밥/죽/떡,,,107,,
대패된장찌개 - 집밥백선생3 대패삼겹살된장찌개,한식,"대패삼겹살,물,된장,간마늘,고춧가루,감자,양파,느타리버섯,애호박,두부,대파,청양고추,홍고추",60,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6866927,https://www.10000recipe.com/recipe/6866927,찌개,,,106,,
브로콜리 새우 볶음,한식,"자숙새우,브로콜리,소금,식용유,마늘,마요네즈,맛술,후추",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6906436,https://www.10000recipe.com/recipe/6906436,메인반찬,,,106,,
대패삼겹살 영양부추 샐러드,한식,"대패삼겹살,양파,영양부추,간장,식초,참기름,마늘,설탕,고춧가루,소금,후추",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6828951,https://www.10000recipe.com/recipe/6828951,,,,105,,
삼겹살 구워먹고 남으면? 삼겹살 제육볶음!,한식,"삼겹살,양파,대파,고추장,고춧가루,마늘,올리고당,미림,소금,후추",60,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6839063,https://www.10000recipe.com/recipe/6839063,메인반찬,,,105,,
버섯찌개 - 숙주버섯찌개,한식,"느타리버섯,숙주나물,식용유,마늘,고춧가루,간장,멸치다시마육수,소금,후춧가루",60,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6854147,https://www.10000recipe.com/recipe/6854147,찌개,짭짤함,미분류,105,,
닭볶음탕 닭도리탕 황금 레시피,한식,"닭,감자,당근,양파,고추,파,표고버섯,느타리버섯,설탕,간마늘,간장,고춧가루,후춧가루",30,어려움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6880252,https://www.10000recipe.com/recipe/6880252,국/탕,,,105,,
돼지고기 듬뿍~김치도 듬뿍~색다른 짜글이찌개,한식,"돼지고기목살,김치,양파,대파,고추장,마늘,후추가루,설탕,들기름,생강가루",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6903640,https://www.10000recipe.com/recipe/6903640,찌개,,,105,,
계란말이케이크,한식,"계란,카놀라유,빨강파프리카,노랑파프리카,다진당근,대파,다진양파,맛소금,설탕,참기름,케찹,어린잎",20,보통,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6938068,https://www.10000recipe.com/recipe/6938068,,,,105,,
된장찌개 황금레시피 :-),한식,"멸치육수,감자작은것,애호박,토막,양파,두부,홍고추,대파,된장,고춧가루,마늘,꿀",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6837911,https://www.10000recipe.com/recipe/6837911,찌개,,,104,,
콩비지찌개 만드는법 구소한게 일품,한식,"콩비지,다진김치,다진돼지고기,참기름,마늘,김치국물,설탕,고춧가루,간장,대파",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6864072,https://www.10000recipe.com/recipe/6864072,찌개,,,104,,
버섯덮밥 만들기. 간단한끼. 간단한 저녁메뉴 아침메뉴 점심메뉴,한식,"물,양파,청양고추,설탕,간장,참기름,깨,후춧가루",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6899700,https://www.10000recipe.com/recipe/6899700,밥/죽/떡,,,104,,
돼지등뼈를 푸짐하게 즐길 수 있는 뼈다귀 감자탕,한식,"돼지등뼈,무,통마늘,된장,양파,마늘,소주,통감자,생강즙또는생강가루,맛술,들깨가루,고춧가루,육수",120,어려움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",4616268,https://www.10000recipe.com/recipe/4616268,국/탕,,,102,,
주말 저녁을 빛내 준 백선생 치즈등갈비~,한식,"돼지등갈비,양파,대파,새송이버섯,떡볶이떡,청양고추,모짜렐라치즈,맛술,간장,물엿,고운고춧가루,고추장,마늘,설탕,물",90,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6874259,https://www.10000recipe.com/recipe/6874259,메인반찬,,,102,,
김이 쫄깃쫄깃!? 얌무가 요즘 맨날 먹는 김 장아찌 만들기,한식,"김밥김,물,간장,올리고당,마늘,참기름",5,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6886390,https://www.10000recipe.com/recipe/6886390,,,,102,,
쉬운 나물반찬#3♥콩나물 볶음~~,한식,"콩나물봉,고춧가루,간장,설탕,파,뿌리,마늘,들기름,물",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6927024,https://www.10000recipe.com/recipe/6927024,메인반찬,,,102,,
집밥 백선생 아삭아삭 콩나물볶음밥,한식,"콩나물,대파,다진햄,다진야채기호껏,밥,계란,김가루,고추장,고춧가루,간장,설탕,맛술,마늘",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6833978,https://www.10000recipe.com/recipe/6833978,밥/죽/떡,,,101,,
연두부 샐러드,한식,"연두부,어린잎채소,파프리카,양파,간장,식초,설탕,마늘,참기름,통깨",5,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6842280,https://www.10000recipe.com/recipe/6842280,,,,101,,
기온이 뚝! 떨어진 날씨에 달걀죽으로 감기도 뚝!,한식,"계란,밥,송송썬파,간장,소금,참기름,참깨,건멸치,건다시마,물",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6877811,https://www.10000recipe.com/recipe/6877811,밥/죽/떡,,,101,,
꿀마늘 닭강정(아이들 단골메뉴 찜♡♡),한식,"닭봉그램,파프리카,간장,설탕,꿀,마늘,후추가루",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6897374,https://www.10000recipe.com/recipe/6897374,메인반찬,달콤함,미분류,101,,
매콤하게 사랑받는 삼겹살 강정,한식,"두툼한돼지고기,부침가루,튀김가루,식용유,케첩,고추장,설탕,마늘,올리고당,간장",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6924357,https://www.10000recipe.com/recipe/6924357,메인반찬,,,101,,
딱 10분이면 완성! 초간단 애호박덮밥,한식,"밥,애호박,양파,기름,고추기름,대파,참기름,고춧가루,고추장,간장,물,마늘,후추",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6886567,https://www.10000recipe.com/recipe/6886567,밥/죽/떡,,,100,,
"[혼밥메뉴]간단 열무비빔밥 만드는법,양념장 만드는법",한식,"밥,열무,참치캔제일작은사이즈,계란,고추장,참기름,올리고당,깨,마늘,간장",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6871626,https://www.10000recipe.com/recipe/6871626,밥/죽/떡,,,99,,
만두버섯전골 / 국물이- 국물이- 끝내줘여☆,한식,"만두,느타리버섯,팽이버섯,표고버섯,배추,쑥갓,청경채,양파,대파,사골육수,고춧가루,간장,마늘,후추",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6894679,https://www.10000recipe.com/recipe/6894679,국/탕,,,99,,
10분만에 뚝딱~ 간장기름떡볶이 웅떡웅떡,한식,"떡볶이떡,간장,꿀,검정통깨,참기름,식용유",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6839171,https://www.10000recipe.com/recipe/6839171,밥/죽/떡,,,98,,
들깨미역국,한식,"불린미역,들깨가루,들기름,간장,마늘,소금",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6853456,https://www.10000recipe.com/recipe/6853456,국/탕,,,98,,
매콤버섯덮밥~한그릇,한식,"느타리버섯,양파,대파,밥,참깨,간장,물,고춧가루,참기름,설탕",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6869489,https://www.10000recipe.com/recipe/6869489,밥/죽/떡,,,98,,
양파계란덮밥,한식,"양파,계란,대파,밥,간장,맛술,설탕,물",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6888589,https://www.10000recipe.com/recipe/6888589,밥/죽/떡,,,98,,
팽이버섯 베이컨 볶음,한식,"팽이버섯,베이컨,대파,식용유,버터",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6898497,https://www.10000recipe.com/recipe/6898497,메인반찬,,,98,,
에어프라이어 콘치즈 토스트 만들기!중독성 강하네요!,한식,"식빵,캔옥수수,설탕,마요네즈,파슬리가루",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6913489,https://www.10000recipe.com/recipe/6913489,,,,98,,
우럭매운탕,한식,"우럭생물,무나박썬것,건다시마cmXcm,호박반달썬것,콩나물,양파,두부사각모양썬것,쑥갓,풋고추,홍고추,대파,생수육수용,고춧가루,간장,마늘,청주,고추장,된장,소금,후춧가루",60,어려움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6842580,https://www.10000recipe.com/recipe/6842580,국/탕,,,96,,
스팸무스비 -간단김밥,한식,"스팸작은사이즈,깻잎,김밥용김,계란,대파,맛술,소금,다진당근,백미,참기름",60,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6882686,https://www.10000recipe.com/recipe/6882686,밥/죽/떡,,,96,,
"카라멜 입힌 식빵팝콘 레시피, 홈극장 별미",한식,"식빵,물,설탕,우유,버터",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6897704,https://www.10000recipe.com/recipe/6897704,,,,96,,
순정떡볶이 레시피 초간단 10분 떡볶이,한식,"떡국떡,송송썬쪽파,통깨,고추장,식용유,설탕,올리고당,물",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6900646,https://www.10000recipe.com/recipe/6900646,밥/죽/떡,,,96,,
차돌박이 감자 고추장찌개,한식,"감자,애호박,양파,차돌박이혹은불고기,마늘,간장,참기름,물,고추장,된장,고춧가루",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위",여름,6746224,https://www.10000recipe.com/recipe/6746224,찌개,짭짤함,여름,95,,
"청양고추를 넣어서 매콤한 볶음우동, 쉽게 만들기",일식,"우동면,버섯,양파,청경채,숙주,청양고추,대파,간장,고춧가루,마늘,올리고당,물",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6831960,https://www.10000recipe.com/recipe/6831960,면/만두,,,95,,
칼칼하고 시원한 애호박찌개,한식,"애호박,맛타리버섯,멸치육수,대파,청양고추,고춧가루,마늘,새우젓",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6837286,https://www.10000recipe.com/recipe/6837286,찌개,,,95,,
갈릭 닭가슴살버섯볶음,한식,"닭가슴살,새송이버섯,올리브유,간장,물엿,마늘,설탕,바질",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6842456,https://www.10000recipe.com/recipe/6842456,메인반찬,,,95,,
"간단 한그릇요리, 향긋한 카레볶음밥~",한식,"밥,대파큰것,후랑크소세지,후추,카레가루수북히,식용유,참기름",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6851096,https://www.10000recipe.com/recipe/6851096,밥/죽/떡,,,95,,
크림파스타 만드는법 집에서 더맛있게!,양식,"파스타면,베이컨,양파,새송이버섯,슬라이스치즈,마늘,새우생략가능,우유,생크림,올리브유,소금,후추,파마산치즈가루",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6871779,https://www.10000recipe.com/recipe/6871779,면/만두,,,94,,
"반찬 없을 때~~~""콩나물 비빔밥""이 진리!!!",한식,"콩나물,물,소금,간장,설탕,깨소금,간마늘,고춧가루,파,참기름,매운고추",60,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6872531,https://www.10000recipe.com/recipe/6872531,밥/죽/떡,,,94,,
마늘향으로 풍미UP!UP!베이컨마늘볶음밥★,한식,"베이컨,통마늘,밥,간장,참깨,계란,양파,대파",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6864335,https://www.10000recipe.com/recipe/6864335,밥/죽/떡,,,93,,
No밀가루!속이 편안 밥피자 만들기,한식,"밥,계란,버터,양파,피망,햄,피자치즈,파슬리가루",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6895266,https://www.10000recipe.com/recipe/6895266,밥/죽/떡,,,93,,
수미네 반찬 :: 전주식 콩나물탕 / 해장하기 좋은 시원한 맛,한식,"콩나물,마늘,청양고추,계란,대파,새우젓,참깨,고춧가루,다시물",60,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6896204,https://www.10000recipe.com/recipe/6896204,국/탕,,,93,,
든든한 혼밥 돈까스김치나베,일식,"돈까스,김치,김치국물,고춧가루,마늘,간장,설탕,맛술,계란,물",20,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6919305,https://www.10000recipe.com/recipe/6919305,밥/죽/떡,,,93,,
앗!냉동 만두라고? 만두강정♥,한식,"냉동물만두,고추장,케찹,간장,물엿,마늘,물,참기름,참깨,다진땅콩",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6863597,https://www.10000recipe.com/recipe/6863597,면/만두,,,92,,
시원한 냉라면 간편하게 만들기,한식,"라면,양파,얼음,설탕,식초,참기름",10,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6913453,https://www.10000recipe.com/recipe/6913453,면/만두,,,92,,
파채+콩불은 사랑! 절대 맛 없을수 없는 조합! 파콩제육볶음,한식,"돼지고기앞다리살,파채,콩나물,참기름,통깨,간장,고추장,올리고당,고춧가루,마늘,매실액,맛술,후추",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6927976,https://www.10000recipe.com/recipe/6927976,메인반찬,,,92,,
순두부 애호박찌개 끓이는 법,한식,"순두부,애호박,양파작은거,멸치다시육수,간장,마늘,해산물",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6870102,https://www.10000recipe.com/recipe/6870102,찌개,,,91,,
옥수수가 톡톡 콘치즈 김치볶음밥 만들기,한식,"밥,배추김치,피자치즈,콘옥수수,청양고추생략가능,간장,설탕,참기름또는참기름,고춧가루,통깨",30,쉬움,"점심,저녁","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6895725,https://www.10000recipe.com/recipe/6895725,밥/죽/떡,,,91,,
굴소스마요라면 만들기,한식,"라면,파,청양고추,라면스프,버터,마요네즈",5,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6833589,https://www.10000recipe.com/recipe/6833589,면/만두,,,90,,
얼큰순대국,한식,"순대,사골육수,고춧가루,마늘,표고버섯가루,청양고추,후추,들깨가루,부추,대파",15,쉬움,"아침,점심,야식","맑음,비,눈,더위,추위","봄,여름,가을,겨울",6869404,https://www.10000recipe.com/recipe/6869404,국/탕,,,90,,
누구나 쉽게 만드는 칼칼하게 매운! 초간단 백종원 김치찌개 레시피,한식,"김치,돼지고기앞다리살,양파,청양고추,고춧가루,간장,설탕,마늘",60,쉬움,저녁,"맑음,비,눈,더위,추위","봄,여름,가을,겨울",6905697,https://www.10000recipe.com/recipe/6905697,찌개,,,90,,
